;UKX Index;;HSBA LN Equity;;BP/ LN Equity;;BATS LN Equity;;GSK LN Equity;;AZN LN Equity;;DGE LN Equity;;VOD LN Equity;;RIO LN Equity;;ULVR LN Equity;;PRU LN Equity;;LLOY LN Equity;;1986986D LN Equity;;RKT LN Equity;;SHP LN Equity;;BARC LN Equity;;NG/ LN Equity;;IMB LN Equity;;CPG LN Equity;;TSCO LN Equity;;BA/ LN Equity;;AV/ LN Equity;;STAN LN Equity;;AAL LN Equity;;REL LN Equity;;BT/A LN Equity;;LGEN LN Equity;;WPP LN Equity;;2462936D LN Equity;;SSE LN Equity;;SKY LN Equity;;RR/ LN Equity;;SN/ LN Equity;;OML LN Equity;;IAG LN Equity;;ABF LN Equity;;III LN Equity;;NWG LN Equity;;CCL LN Equity;;CNA LN Equity;;NXT LN Equity;;SGE LN Equity;;SMIN LN Equity;;PSON LN Equity;;RSA LN Equity;;BLND LN Equity;;LAND LN Equity;;KGF LN Equity;;RTO LN Equity;;UU/ LN Equity;;MRW LN Equity;;SBRY LN Equity;;SVT LN Equity;;MKS LN Equity;;SDR LN Equity
13/01/2006;5711,00;13/01/2006;833,09;13/01/2006;654,50;13/01/2006;1257,00;13/01/2006;1472,87;13/01/2006;2815,00;13/01/2006;844,00;13/01/2006;181,55;13/01/2006;2294,92;13/01/2006;1295,56;13/01/2006;479,45;13/01/2006;254,11;13/01/2006;898,13;13/01/2006;1824,81;13/01/2006;816,50;13/01/2006;558,66;13/01/2006;501,53;13/01/2006;1456,71;13/01/2006;258,02;13/01/2006;403,43;13/01/2006;410,25;13/01/2006;955,92;13/01/2006;1063,50;13/01/2006;2040,73;13/01/2006;618,60;13/01/2006;215,25;13/01/2006;128,00;13/01/2006;641,00;13/01/2006;6138,63;13/01/2006;1041,50;13/01/2006;513,00;13/01/2006;146,02;13/01/2006;541,00;13/01/2006;161,47;13/01/2006;219,45;13/01/2006;825,00;13/01/2006;786,15;13/01/2006;5368,69;13/01/2006;3345,00;13/01/2006;221,00;13/01/2006;1695,00;13/01/2006;270,61;13/01/2006;1505,25;13/01/2006;672,50;13/01/2006;532,62;13/01/2006;881,60;13/01/2006;1527,77;13/01/2006;232,25;13/01/2006;162,25;13/01/2006;852,82;13/01/2006;195,50;13/01/2006;307,50;13/01/2006;1333,55;13/01/2006;462,91;13/01/2006;171,70
16/01/2006;5740,20;16/01/2006;836,58;16/01/2006;666,00;16/01/2006;1251,00;16/01/2006;1482,99;16/01/2006;2822,00;16/01/2006;835,00;16/01/2006;179,41;16/01/2006;2313,09;16/01/2006;1315,56;16/01/2006;491,42;16/01/2006;253,74;16/01/2006;893,47;16/01/2006;1854,13;16/01/2006;826,00;16/01/2006;558,21;16/01/2006;507,45;16/01/2006;1461,06;16/01/2006;256,36;16/01/2006;402,80;16/01/2006;418,25;16/01/2006;964,47;16/01/2006;1124,51;16/01/2006;2044,83;16/01/2006;625,53;16/01/2006;215,75;16/01/2006;128,25;16/01/2006;643,00;16/01/2006;6133,87;16/01/2006;1050,00;16/01/2006;512,00;16/01/2006;146,70;16/01/2006;541,00;16/01/2006;162,85;16/01/2006;218,12;16/01/2006;825,00;16/01/2006;782,69;16/01/2006;5314,58;16/01/2006;3397,00;16/01/2006;223,68;16/01/2006;1684,00;16/01/2006;270,09;16/01/2006;1515,00;16/01/2006;670,50;16/01/2006;532,62;16/01/2006;894,03;16/01/2006;1546,12;16/01/2006;234,00;16/01/2006;162,75;16/01/2006;854,12;16/01/2006;195,00;16/01/2006;309,25;16/01/2006;1359,34;16/01/2006;464,10;16/01/2006;173,91
17/01/2006;5699,00;17/01/2006;828,74;17/01/2006;662,00;17/01/2006;1242,00;17/01/2006;1470,85;17/01/2006;2800,00;17/01/2006;828,50;17/01/2006;176,56;17/01/2006;2331,27;17/01/2006;1295,56;17/01/2006;482,02;17/01/2006;251,63;17/01/2006;920,05;17/01/2006;1816,01;17/01/2006;820,00;17/01/2006;547,86;17/01/2006;513,37;17/01/2006;1470,63;17/01/2006;253,87;17/01/2006;395,52;17/01/2006;417,00;17/01/2006;946,05;17/01/2006;1099,62;17/01/2006;2063,28;17/01/2006;621,48;17/01/2006;210,25;17/01/2006;127,00;17/01/2006;633,00;17/01/2006;6133,87;17/01/2006;1045,50;17/01/2006;502,50;17/01/2006;144,99;17/01/2006;540,00;17/01/2006;161,93;17/01/2006;214,97;17/01/2006;820,50;17/01/2006;768,40;17/01/2006;5284,52;17/01/2006;3356,00;17/01/2006;223,90;17/01/2006;1649,00;17/01/2006;266,67;17/01/2006;1503,75;17/01/2006;687,00;17/01/2006;524,85;17/01/2006;889,06;17/01/2006;1532,60;17/01/2006;232,50;17/01/2006;160,00;17/01/2006;850,88;17/01/2006;191,75;17/01/2006;305,00;17/01/2006;1363,02;17/01/2006;464,82;17/01/2006;171,87
18/01/2006;5663,70;18/01/2006;821,76;18/01/2006;659,00;18/01/2006;1247,00;18/01/2006;1458,71;18/01/2006;2679,00;18/01/2006;831,50;18/01/2006;175,85;18/01/2006;2302,35;18/01/2006;1288,89;18/01/2006;471,33;18/01/2006;249,40;18/01/2006;920,98;18/01/2006;1798,42;18/01/2006;812,00;18/01/2006;541,12;18/01/2006;518,37;18/01/2006;1440,18;18/01/2006;251,11;18/01/2006;399,00;18/01/2006;416,50;18/01/2006;939,47;18/01/2006;1101,23;18/01/2006;2031,50;18/01/2006;612,82;18/01/2006;211,50;18/01/2006;125,50;18/01/2006;625,50;18/01/2006;6091,08;18/01/2006;1062,00;18/01/2006;496,50;18/01/2006;144,82;18/01/2006;536,50;18/01/2006;160,31;18/01/2006;212,98;18/01/2006;807,50;18/01/2006;762,34;18/01/2006;5233,42;18/01/2006;3265,00;18/01/2006;229,68;18/01/2006;1670,00;18/01/2006;262,46;18/01/2006;1474,50;18/01/2006;685,00;18/01/2006;528,18;18/01/2006;879,94;18/01/2006;1528,74;18/01/2006;235,25;18/01/2006;155,50;18/01/2006;863,82;18/01/2006;191,50;18/01/2006;309,00;18/01/2006;1383,90;18/01/2006;465,78;18/01/2006;167,79
19/01/2006;5693,20;19/01/2006;831,35;19/01/2006;663,00;19/01/2006;1270,00;19/01/2006;1451,63;19/01/2006;2667,00;19/01/2006;833,50;19/01/2006;172,65;19/01/2006;2387,44;19/01/2006;1296,67;19/01/2006;479,88;19/01/2006;255,97;19/01/2006;956,42;19/01/2006;1813,08;19/01/2006;835,00;19/01/2006;544,27;19/01/2006;519,74;19/01/2006;1436,70;19/01/2006;254,43;19/01/2006;396,78;19/01/2006;419,50;19/01/2006;947,37;19/01/2006;1128,52;19/01/2006;2057,13;19/01/2006;609,93;19/01/2006;209,25;19/01/2006;126,50;19/01/2006;632,50;19/01/2006;6186,18;19/01/2006;1072,50;19/01/2006;504,00;19/01/2006;144,13;19/01/2006;535,00;19/01/2006;165,16;19/01/2006;209,50;19/01/2006;802,50;19/01/2006;764,51;19/01/2006;5245,45;19/01/2006;3283,00;19/01/2006;235,03;19/01/2006;1690,00;19/01/2006;259,04;19/01/2006;1487,25;19/01/2006;686,50;19/01/2006;528,18;19/01/2006;901,07;19/01/2006;1573,16;19/01/2006;239,25;19/01/2006;154,75;19/01/2006;868,35;19/01/2006;190,25;19/01/2006;305,25;19/01/2006;1381,44;19/01/2006;470,80;19/01/2006;171,02
20/01/2006;5672,40;20/01/2006;821,76;20/01/2006;661,50;20/01/2006;1268,00;20/01/2006;1440,50;20/01/2006;2672,00;20/01/2006;829,50;20/01/2006;168,02;20/01/2006;2373,40;20/01/2006;1278,89;20/01/2006;475,18;20/01/2006;253,62;20/01/2006;951,30;20/01/2006;1821,88;20/01/2006;884,50;20/01/2006;537,52;20/01/2006;515,19;20/01/2006;1443,66;20/01/2006;258,29;20/01/2006;400,27;20/01/2006;421,00;20/01/2006;934,21;20/01/2006;1121,29;20/01/2006;2066,35;20/01/2006;612,82;20/01/2006;203,75;20/01/2006;126,00;20/01/2006;632,00;20/01/2006;6324,07;20/01/2006;1065,00;20/01/2006;491,50;20/01/2006;144,47;20/01/2006;535,50;20/01/2006;165,39;20/01/2006;206,85;20/01/2006;826,50;20/01/2006;759,31;20/01/2006;5218,39;20/01/2006;3270,00;20/01/2006;234,36;20/01/2006;1677,00;20/01/2006;260,88;20/01/2006;1462,50;20/01/2006;717,50;20/01/2006;534,84;20/01/2006;913,09;20/01/2006;1592,48;20/01/2006;237,00;20/01/2006;155,50;20/01/2006;869,65;20/01/2006;191,75;20/01/2006;304,00;20/01/2006;1364,25;20/01/2006;467,69;20/01/2006;174,25
23/01/2006;5660,90;23/01/2006;811,31;23/01/2006;660,50;23/01/2006;1261,00;23/01/2006;1442,53;23/01/2006;2646,00;23/01/2006;823,00;23/01/2006;172,29;23/01/2006;2364,31;23/01/2006;1274,44;23/01/2006;474,75;23/01/2006;255,48;23/01/2006;942,90;23/01/2006;1809,17;23/01/2006;883,50;23/01/2006;536,17;23/01/2006;511,54;23/01/2006;1434,09;23/01/2006;258,02;23/01/2006;396,15;23/01/2006;421,50;23/01/2006;930,92;23/01/2006;1102,83;23/01/2006;2057,13;23/01/2006;606,47;23/01/2006;207,25;23/01/2006;124,75;23/01/2006;625,50;23/01/2006;6357,36;23/01/2006;1058,00;23/01/2006;488,50;23/01/2006;142,42;23/01/2006;531,50;23/01/2006;164,93;23/01/2006;209,01;23/01/2006;820,00;23/01/2006;754,12;23/01/2006;5209,37;23/01/2006;3228,00;23/01/2006;235,92;23/01/2006;1671,00;23/01/2006;261,67;23/01/2006;1447,50;23/01/2006;710,00;23/01/2006;530,40;23/01/2006;901,49;23/01/2006;1576,06;23/01/2006;235,50;23/01/2006;153,50;23/01/2006;863,82;23/01/2006;190,25;23/01/2006;302,25;23/01/2006;1361,79;23/01/2006;462,91;23/01/2006;181,14
24/01/2006;5633,80;24/01/2006;805,21;24/01/2006;661,50;24/01/2006;1257,00;24/01/2006;1444,55;24/01/2006;2609,00;24/01/2006;830,00;24/01/2006;167,66;24/01/2006;2349,44;24/01/2006;1285,56;24/01/2006;470,48;24/01/2006;251,26;24/01/2006;932,64;24/01/2006;1802,33;24/01/2006;866,00;24/01/2006;528,52;24/01/2006;511,54;24/01/2006;1442,79;24/01/2006;254,15;24/01/2006;391,40;24/01/2006;418,75;24/01/2006;923,68;24/01/2006;1090,79;24/01/2006;2035,60;24/01/2006;609,35;24/01/2006;205,00;24/01/2006;125,50;24/01/2006;617,50;24/01/2006;6214,71;24/01/2006;1054,00;24/01/2006;485,00;24/01/2006;142,84;24/01/2006;534,50;24/01/2006;164,46;24/01/2006;210,83;24/01/2006;816,50;24/01/2006;754,12;24/01/2006;5122,20;24/01/2006;3199,00;24/01/2006;233,25;24/01/2006;1674,00;24/01/2006;258,25;24/01/2006;1439,25;24/01/2006;719,00;24/01/2006;525,96;24/01/2006;908,53;24/01/2006;1570,26;24/01/2006;233,75;24/01/2006;155,50;24/01/2006;859,29;24/01/2006;189,75;24/01/2006;301,25;24/01/2006;1369,16;24/01/2006;459,80;24/01/2006;177,14
25/01/2006;5704,40;25/01/2006;809,56;25/01/2006;660,50;25/01/2006;1274,00;25/01/2006;1453,65;25/01/2006;2673,00;25/01/2006;836,00;25/01/2006;170,51;25/01/2006;2441,96;25/01/2006;1286,67;25/01/2006;472,61;25/01/2006;252,00;25/01/2006;977,41;25/01/2006;1808,19;25/01/2006;884,00;25/01/2006;528,52;25/01/2006;517,01;25/01/2006;1450,62;25/01/2006;253,87;25/01/2006;394,57;25/01/2006;418,00;25/01/2006;928,95;25/01/2006;1108,45;25/01/2006;2124,77;25/01/2006;615,71;25/01/2006;208,50;25/01/2006;127,25;25/01/2006;625,00;25/01/2006;6286,03;25/01/2006;1065,00;25/01/2006;485,00;25/01/2006;144,05;25/01/2006;534,00;25/01/2006;166,77;25/01/2006;212,15;25/01/2006;825,50;25/01/2006;758,44;25/01/2006;5167,29;25/01/2006;3200,00;25/01/2006;233,47;25/01/2006;1697,00;25/01/2006;268,51;25/01/2006;1500,00;25/01/2006;722,00;25/01/2006;553,70;25/01/2006;936,29;25/01/2006;1615,65;25/01/2006;239,00;25/01/2006;161,00;25/01/2006;873,53;25/01/2006;192,50;25/01/2006;305,00;25/01/2006;1376,53;25/01/2006;465,54;25/01/2006;181,14
26/01/2006;5722,60;26/01/2006;813,05;26/01/2006;654,50;26/01/2006;1260,00;26/01/2006;1456,69;26/01/2006;2677,00;26/01/2006;842,50;26/01/2006;172,65;26/01/2006;2420,49;26/01/2006;1296,67;26/01/2006;492,27;26/01/2006;253,37;26/01/2006;969,48;26/01/2006;1840,45;26/01/2006;895,00;26/01/2006;540,67;26/01/2006;513,82;26/01/2006;1421,03;26/01/2006;248,07;26/01/2006;403,75;26/01/2006;413,25;26/01/2006;946,05;26/01/2006;1115,68;26/01/2006;2173,97;26/01/2006;616,86;26/01/2006;208,25;26/01/2006;126,00;26/01/2006;620,00;26/01/2006;6381,13;26/01/2006;1078,00;26/01/2006;490,50;26/01/2006;146,02;26/01/2006;546,50;26/01/2006;169,08;26/01/2006;218,62;26/01/2006;830,00;26/01/2006;768,40;26/01/2006;5167,29;26/01/2006;3184,00;26/01/2006;233,25;26/01/2006;1709,00;26/01/2006;277,71;26/01/2006;1500,75;26/01/2006;726,00;26/01/2006;561,47;26/01/2006;936,29;26/01/2006;1599,24;26/01/2006;243,75;26/01/2006;162,75;26/01/2006;877,41;26/01/2006;191,50;26/01/2006;307,50;26/01/2006;1383,90;26/01/2006;466,26;26/01/2006;181,56
27/01/2006;5786,80;27/01/2006;817,84;27/01/2006;665,50;27/01/2006;1254,00;27/01/2006;1486,02;27/01/2006;2721,00;27/01/2006;841,00;27/01/2006;173,71;27/01/2006;2422,96;27/01/2006;1313,33;27/01/2006;493,13;27/01/2006;256,22;27/01/2006;981,14;27/01/2006;1849,24;27/01/2006;893,00;27/01/2006;551,01;27/01/2006;513,37;27/01/2006;1435,83;27/01/2006;248,63;27/01/2006;406,60;27/01/2006;426,00;27/01/2006;964,47;27/01/2006;1116,48;27/01/2006;2241,62;27/01/2006;613,97;27/01/2006;210,25;27/01/2006;127,25;27/01/2006;633,50;27/01/2006;6447,70;27/01/2006;1074,00;27/01/2006;485,00;27/01/2006;149,19;27/01/2006;571,00;27/01/2006;171,61;27/01/2006;219,78;27/01/2006;832,50;27/01/2006;790,48;27/01/2006;5260,48;27/01/2006;3170,00;27/01/2006;242,15;27/01/2006;1698,00;27/01/2006;288,23;27/01/2006;1509,00;27/01/2006;734,00;27/01/2006;558,14;27/01/2006;940,43;27/01/2006;1614,69;27/01/2006;242,50;27/01/2006;161,25;27/01/2006;876,12;27/01/2006;189,00;27/01/2006;307,00;27/01/2006;1388,81;27/01/2006;468,65;27/01/2006;186,32
30/01/2006;5779,80;30/01/2006;813,92;30/01/2006;682,00;30/01/2006;1252,00;30/01/2006;1464,78;30/01/2006;2704,00;30/01/2006;836,50;30/01/2006;171,93;30/01/2006;2439,49;30/01/2006;1304,44;30/01/2006;487,14;30/01/2006;253,62;30/01/2006;988,60;30/01/2006;1840,45;30/01/2006;896,00;30/01/2006;540,67;30/01/2006;525,65;30/01/2006;1441,92;30/01/2006;244,76;30/01/2006;399,32;30/01/2006;416,75;30/01/2006;953,95;30/01/2006;1117,28;30/01/2006;2219,07;30/01/2006;612,24;30/01/2006;207,75;30/01/2006;126,75;30/01/2006;628,00;30/01/2006;6447,70;30/01/2006;1077,00;30/01/2006;478,50;30/01/2006;147,99;30/01/2006;563,50;30/01/2006;175,31;30/01/2006;216,46;30/01/2006;824,00;30/01/2006;793,51;30/01/2006;5245,45;30/01/2006;3163,00;30/01/2006;241,26;30/01/2006;1723,00;30/01/2006;282,45;30/01/2006;1498,50;30/01/2006;723,50;30/01/2006;563,69;30/01/2006;928,83;30/01/2006;1605,03;30/01/2006;243,25;30/01/2006;162,00;30/01/2006;875,47;30/01/2006;188,00;30/01/2006;302,00;30/01/2006;1403,54;30/01/2006;465,06;30/01/2006;186,32
31/01/2006;5760,30;31/01/2006;813,92;31/01/2006;676,00;31/01/2006;1267,00;31/01/2006;1454,67;31/01/2006;2722,00;31/01/2006;836,50;31/01/2006;168,02;31/01/2006;2368,44;31/01/2006;1313,33;31/01/2006;487,14;31/01/2006;252,75;31/01/2006;968,55;31/01/2006;1804,28;31/01/2006;902,50;31/01/2006;540,67;31/01/2006;523,83;31/01/2006;1454,97;31/01/2006;245,03;31/01/2006;402,80;31/01/2006;417,00;31/01/2006;948,03;31/01/2006;1119,69;31/01/2006;2213,95;31/01/2006;612,24;31/01/2006;205,50;31/01/2006;125,25;31/01/2006;624,00;31/01/2006;6438,19;31/01/2006;1069,00;31/01/2006;486,00;31/01/2006;148,94;31/01/2006;558,00;31/01/2006;177,61;31/01/2006;215,97;31/01/2006;825,00;31/01/2006;793,94;31/01/2006;5230,42;31/01/2006;3120,00;31/01/2006;237,47;31/01/2006;1733,00;31/01/2006;280,08;31/01/2006;1488,00;31/01/2006;728,00;31/01/2006;557,03;31/01/2006;952,03;31/01/2006;1627,24;31/01/2006;237,50;31/01/2006;161,75;31/01/2006;876,12;31/01/2006;187,00;31/01/2006;301,00;31/01/2006;1407,23;31/01/2006;464,82;31/01/2006;186,66
01/02/2006;5801,60;01/02/2006;817,41;01/02/2006;675,50;01/02/2006;1275,00;01/02/2006;1461,75;01/02/2006;2734,00;01/02/2006;846,50;01/02/2006;166,60;01/02/2006;2409,75;01/02/2006;1331,11;01/02/2006;491,42;01/02/2006;265,40;01/02/2006;979,27;01/02/2006;1849,24;01/02/2006;901,00;01/02/2006;552,81;01/02/2006;526,11;01/02/2006;1458,45;01/02/2006;248,63;01/02/2006;399,00;01/02/2006;432,50;01/02/2006;956,58;01/02/2006;1142,16;01/02/2006;2255,97;01/02/2006;617,44;01/02/2006;204,75;01/02/2006;126,25;01/02/2006;629,50;01/02/2006;6504,76;01/02/2006;1084,00;01/02/2006;502,00;01/02/2006;148,59;01/02/2006;548,00;01/02/2006;176,00;01/02/2006;214,48;01/02/2006;827,00;01/02/2006;794,81;01/02/2006;5281,52;01/02/2006;3110,00;01/02/2006;240,37;01/02/2006;1718,00;01/02/2006;282,45;01/02/2006;1500,75;01/02/2006;737,00;01/02/2006;564,80;01/02/2006;961,14;01/02/2006;1691,94;01/02/2006;238,00;01/02/2006;160,50;01/02/2006;883,88;01/02/2006;186,00;01/02/2006;305,50;01/02/2006;1409,68;01/02/2006;471,99;01/02/2006;188,87
02/02/2006;5747,30;02/02/2006;810,44;02/02/2006;655,00;02/02/2006;1282,00;02/02/2006;1450,62;02/02/2006;2638,00;02/02/2006;850,00;02/02/2006;165,88;02/02/2006;2366,79;02/02/2006;1318,89;02/02/2006;485,01;02/02/2006;260,56;02/02/2006;957,82;02/02/2006;1857,06;02/02/2006;905,00;02/02/2006;549,66;02/02/2006;529,29;02/02/2006;1459,32;02/02/2006;244,76;02/02/2006;405,97;02/02/2006;426,00;02/02/2006;944,74;02/02/2006;1123,70;02/02/2006;2221,12;02/02/2006;623,22;02/02/2006;205,50;02/02/2006;125,25;02/02/2006;625,00;02/02/2006;6652,16;02/02/2006;1090,50;02/02/2006;496,50;02/02/2006;147,56;02/02/2006;543,00;02/02/2006;175,54;02/02/2006;214,81;02/02/2006;830,00;02/02/2006;787,02;02/02/2006;5230,42;02/02/2006;3194,00;02/02/2006;267,07;02/02/2006;1712,00;02/02/2006;279,82;02/02/2006;1544,25;02/02/2006;723,00;02/02/2006;560,36;02/02/2006;969,43;02/02/2006;1684,22;02/02/2006;239,00;02/02/2006;160,50;02/02/2006;883,88;02/02/2006;185,75;02/02/2006;306,75;02/02/2006;1423,19;02/02/2006;465,06;02/02/2006;187,09
03/02/2006;5759,30;03/02/2006;816,54;03/02/2006;658,50;03/02/2006;1284,00;03/02/2006;1464,78;03/02/2006;2655,00;03/02/2006;852,50;03/02/2006;166,60;03/02/2006;2370,92;03/02/2006;1325,56;03/02/2006;485,43;03/02/2006;258,45;03/02/2006;949,43;03/02/2006;1865,86;03/02/2006;924,00;03/02/2006;552,36;03/02/2006;536,12;03/02/2006;1471,50;03/02/2006;246,14;03/02/2006;411,67;03/02/2006;426,75;03/02/2006;951,32;03/02/2006;1118,89;03/02/2006;2209,85;03/02/2006;620,33;03/02/2006;205,75;03/02/2006;125,75;03/02/2006;630,50;03/02/2006;6642,65;03/02/2006;1099,50;03/02/2006;505,00;03/02/2006;152,62;03/02/2006;536,00;03/02/2006;175,07;03/02/2006;209,34;03/02/2006;836,00;03/02/2006;780,52;03/02/2006;5236,43;03/02/2006;3184,00;03/02/2006;261,07;03/02/2006;1700,00;03/02/2006;277,71;03/02/2006;1474,50;03/02/2006;730,00;03/02/2006;558,14;03/02/2006;962,39;03/02/2006;1669,73;03/02/2006;230,00;03/02/2006;160,25;03/02/2006;882,59;03/02/2006;190,25;03/02/2006;310,25;03/02/2006;1421,96;03/02/2006;477,25;03/02/2006;186,49
06/02/2006;5772,40;06/02/2006;821,76;06/02/2006;665,50;06/02/2006;1294,00;06/02/2006;1459,72;06/02/2006;2658,00;06/02/2006;850,00;06/02/2006;165,17;06/02/2006;2389,92;06/02/2006;1325,56;06/02/2006;484,58;06/02/2006;260,69;06/02/2006;957,82;06/02/2006;1886,38;06/02/2006;915,00;06/02/2006;556,86;06/02/2006;529,75;06/02/2006;1463,67;06/02/2006;245,03;06/02/2006;412,30;06/02/2006;426,25;06/02/2006;957,24;06/02/2006;1118,08;06/02/2006;2201,65;06/02/2006;625,53;06/02/2006;207,25;06/02/2006;125,75;06/02/2006;626,00;06/02/2006;6642,65;06/02/2006;1123,00;06/02/2006;508,00;06/02/2006;152,11;06/02/2006;539,00;06/02/2006;176,69;06/02/2006;209,50;06/02/2006;833,00;06/02/2006;778,36;06/02/2006;5251,46;06/02/2006;3190,00;06/02/2006;253,50;06/02/2006;1708,00;06/02/2006;280,08;06/02/2006;1452,75;06/02/2006;724,00;06/02/2006;560,36;06/02/2006;965,70;06/02/2006;1670,70;06/02/2006;227,00;06/02/2006;158,25;06/02/2006;887,12;06/02/2006;188,75;06/02/2006;310,75;06/02/2006;1439,15;06/02/2006;479,65;06/02/2006;185,30
07/02/2006;5746,80;07/02/2006;825,25;07/02/2006;647,50;07/02/2006;1280,00;07/02/2006;1460,73;07/02/2006;2685,00;07/02/2006;842,00;07/02/2006;164,82;07/02/2006;2358,53;07/02/2006;1327,78;07/02/2006;482,44;07/02/2006;259,94;07/02/2006;945,23;07/02/2006;1891,27;07/02/2006;904,50;07/02/2006;558,21;07/02/2006;529,75;07/02/2006;1481,08;07/02/2006;244,76;07/02/2006;417,37;07/02/2006;432,00;07/02/2006;965,79;07/02/2006;1121,29;07/02/2006;2139,12;07/02/2006;620,91;07/02/2006;213,50;07/02/2006;125,50;07/02/2006;630,00;07/02/2006;6637,90;07/02/2006;1105,00;07/02/2006;510,50;07/02/2006;152,02;07/02/2006;532,50;07/02/2006;179,00;07/02/2006;212,82;07/02/2006;836,00;07/02/2006;795,24;07/02/2006;5266,49;07/02/2006;3151,00;07/02/2006;255,28;07/02/2006;1690,00;07/02/2006;278,24;07/02/2006;1428,00;07/02/2006;724,50;07/02/2006;559,25;07/02/2006;953,27;07/02/2006;1665,87;07/02/2006;226,00;07/02/2006;157,75;07/02/2006;880,65;07/02/2006;188,75;07/02/2006;310,00;07/02/2006;1423,19;07/02/2006;473,67;07/02/2006;188,11
08/02/2006;5725,10;08/02/2006;824,81;08/02/2006;641,00;08/02/2006;1283,00;08/02/2006;1473,89;08/02/2006;2640,00;08/02/2006;849,50;08/02/2006;166,95;08/02/2006;2297,40;08/02/2006;1331,11;08/02/2006;482,87;08/02/2006;264,41;08/02/2006;910,73;08/02/2006;1933,30;08/02/2006;875,50;08/02/2006;558,66;08/02/2006;537,94;08/02/2006;1474,98;08/02/2006;237,02;08/02/2006;414,20;08/02/2006;434,00;08/02/2006;964,47;08/02/2006;1121,29;08/02/2006;2062,25;08/02/2006;619,75;08/02/2006;212,50;08/02/2006;122,00;08/02/2006;626,00;08/02/2006;6585,59;08/02/2006;1120,00;08/02/2006;510,00;08/02/2006;152,20;08/02/2006;531,00;08/02/2006;170,69;08/02/2006;212,98;08/02/2006;831,00;08/02/2006;783,12;08/02/2006;5248,45;08/02/2006;3177,00;08/02/2006;257,06;08/02/2006;1688,00;08/02/2006;276,14;08/02/2006;1416,00;08/02/2006;717,50;08/02/2006;554,81;08/02/2006;957,83;08/02/2006;1680,36;08/02/2006;228,50;08/02/2006;161,00;08/02/2006;905,88;08/02/2006;188,50;08/02/2006;308,75;08/02/2006;1452,66;08/02/2006;487,77;08/02/2006;186,58
09/02/2006;5808,80;09/02/2006;828,74;09/02/2006;648,00;09/02/2006;1317,00;09/02/2006;1517,38;09/02/2006;2682,00;09/02/2006;852,50;09/02/2006;170,87;09/02/2006;2342,83;09/02/2006;1354,44;09/02/2006;492,27;09/02/2006;272,34;09/02/2006;938,24;09/02/2006;1909,84;09/02/2006;883,00;09/02/2006;573,50;09/02/2006;539,76;09/02/2006;1523,72;09/02/2006;241,17;09/02/2006;405,97;09/02/2006;434,75;09/02/2006;965,79;09/02/2006;1157,41;09/02/2006;2137,07;09/02/2006;631,30;09/02/2006;209,00;09/02/2006;125,25;09/02/2006;632,50;09/02/2006;6623,63;09/02/2006;1122,50;09/02/2006;518,00;09/02/2006;148,08;09/02/2006;521,00;09/02/2006;167,92;09/02/2006;214,48;09/02/2006;835,00;09/02/2006;784,85;09/02/2006;5374,70;09/02/2006;3239,00;09/02/2006;254,17;09/02/2006;1710,00;09/02/2006;281,40;09/02/2006;1383,00;09/02/2006;730,50;09/02/2006;558,14;09/02/2006;976,89;09/02/2006;1694,84;09/02/2006;224,50;09/02/2006;164,00;09/02/2006;885,18;09/02/2006;188,00;09/02/2006;312,25;09/02/2006;1435,47;09/02/2006;491,36;09/02/2006;189,38
10/02/2006;5764,10;10/02/2006;822,20;10/02/2006;640,00;10/02/2006;1294,00;10/02/2006;1490,07;10/02/2006;2639,00;10/02/2006;850,00;10/02/2006;171,22;10/02/2006;2271,79;10/02/2006;1330,00;10/02/2006;505,09;10/02/2006;272,34;10/02/2006;891,61;10/02/2006;1900,07;10/02/2006;883,00;10/02/2006;577,55;10/02/2006;532,48;10/02/2006;1516,75;10/02/2006;243,93;10/02/2006;402,80;10/02/2006;435,50;10/02/2006;972,37;10/02/2006;1167,85;10/02/2006;2081,73;10/02/2006;631,30;10/02/2006;211,50;10/02/2006;126,00;10/02/2006;626,50;10/02/2006;6647,41;10/02/2006;1132,00;10/02/2006;512,50;10/02/2006;145,33;10/02/2006;519,00;10/02/2006;165,85;10/02/2006;212,98;10/02/2006;840,50;10/02/2006;781,39;10/02/2006;5308,57;10/02/2006;3198,00;10/02/2006;255,95;10/02/2006;1699,00;10/02/2006;276,93;10/02/2006;1389,00;10/02/2006;725,00;10/02/2006;563,69;10/02/2006;981,86;10/02/2006;1718,98;10/02/2006;222,50;10/02/2006;163,25;10/02/2006;891,00;10/02/2006;187,75;10/02/2006;313,50;10/02/2006;1431,79;10/02/2006;491,60;10/02/2006;188,45
